                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.55883,                0.47728,                 1.0411,                0.83975,                0.89123,                0.90152,                0.79105,                0.45404,                0.39082,                0.97478,             0.00039016,             0.00039016,             0.00039016
                    157,                0.55694,                0.43778,                 1.0471,                0.79433,                0.86505,                 0.8859,                 0.7775,                0.45827,                0.36818,                0.98179,              0.0003862,              0.0003862,              0.0003862
                    158,                0.54956,                0.42864,                  1.048,                0.85512,                0.86641,                0.89447,                0.80448,                0.46678,                0.36877,                0.98573,             0.00038224,             0.00038224,             0.00038224
                    159,                0.56484,                0.45931,                 1.0417,                0.89831,                0.85523,                0.90354,                0.78698,                0.45818,                 0.3576,                0.97792,             0.00037828,             0.00037828,             0.00037828
                    160,                0.54789,                0.44963,                 1.0308,                0.84181,                0.87812,                0.89553,                0.77335,                 0.4666,                0.37319,                0.98514,             0.00037432,             0.00037432,             0.00037432
                    161,                 0.5519,                0.44649,                 1.0386,                0.84698,                0.88251,                0.90804,                 0.7979,                 0.4583,                0.36425,                0.97938,             0.00037036,             0.00037036,             0.00037036
                    162,                0.55179,                0.46337,                  1.043,                 0.8333,                0.89798,                0.88993,                0.76314,                0.46704,                0.35521,                0.98117,              0.0003664,              0.0003664,              0.0003664
                    163,                0.54805,                0.45112,                 1.0392,                0.83802,                0.87256,                0.89926,                0.80226,                0.45545,                0.35362,                0.98021,             0.00036244,             0.00036244,             0.00036244
                    164,                0.54475,                 0.4508,                 1.0397,                0.83818,                0.88324,                0.91177,                 0.7967,                0.47343,                0.36887,                0.98337,             0.00035848,             0.00035848,             0.00035848
                    165,                0.54833,                 0.4695,                 1.0371,                 0.8937,                  0.883,                0.91778,                0.81295,                0.45195,                0.35838,                0.98077,             0.00035452,             0.00035452,             0.00035452
                    166,                0.53124,                0.42975,                 1.0324,                0.82731,                0.92022,                0.91292,                0.80804,                0.44889,                0.36715,                0.97395,             0.00035056,             0.00035056,             0.00035056
                    167,                0.54708,                0.45793,                 1.0424,                0.85944,                0.90002,                0.91678,                0.80728,                0.44916,                0.34521,                0.97287,              0.0003466,              0.0003466,              0.0003466
                    168,                 0.5466,                0.43738,                  1.033,                0.90514,                0.86811,                0.92773,                0.82518,                0.45423,                0.34387,                0.97284,             0.00034264,             0.00034264,             0.00034264
                    169,                0.54218,                0.45924,                 1.0261,                 0.9084,                0.85609,                0.92815,                0.81747,                0.46332,                0.38037,                 0.9762,             0.00033868,             0.00033868,             0.00033868
                    170,                0.54561,                0.44651,                  1.042,                 0.9192,                 0.8631,                0.92553,                0.82769,                0.46057,                0.35215,                0.97779,             0.00033472,             0.00033472,             0.00033472
                    171,                0.53803,                0.45836,                 1.0266,                0.86227,                0.93266,                0.93137,                0.81955,                0.45478,                0.35056,                0.97185,             0.00033076,             0.00033076,             0.00033076
                    172,                0.54558,                0.45625,                 1.0321,                0.89113,                0.90799,                0.93798,                0.84197,                0.44905,                0.33762,                0.97453,              0.0003268,              0.0003268,              0.0003268
                    173,                0.55008,                0.42373,                 1.0398,                0.85722,                0.91821,                0.94198,                 0.8354,                0.44657,                0.33277,                0.96682,             0.00032284,             0.00032284,             0.00032284
                    174,                0.54125,                0.43242,                 1.0366,                0.91779,                0.88186,                0.94657,                0.84694,                0.45485,                0.33985,                0.97033,             0.00031888,             0.00031888,             0.00031888
                    175,                0.53827,                0.41526,                 1.0306,                0.89194,                0.89886,                0.93876,                0.83713,                0.43821,                0.32859,                0.96478,             0.00031492,             0.00031492,             0.00031492
                    176,                0.53633,                0.43074,                 1.0218,                0.91949,                0.90673,                0.94867,                0.81375,                0.44234,                0.32314,                0.96794,             0.00031096,             0.00031096,             0.00031096
                    177,                0.53731,                0.45751,                 1.0244,                0.89754,                0.91057,                0.95445,                 0.8396,                0.45017,                 0.3323,                0.97028,               0.000307,               0.000307,               0.000307
                    178,                0.54695,                0.43791,                 1.0355,                0.90255,                0.90618,                0.94406,                0.82988,                  0.454,                0.32753,                0.97791,             0.00030304,             0.00030304,             0.00030304
                    179,                0.53539,                 0.4332,                 1.0242,                0.91855,                0.89665,                 0.9513,                0.84001,                0.44454,                0.32408,                0.96769,             0.00029908,             0.00029908,             0.00029908
                    180,                0.51887,                0.42521,                 1.0186,                0.87892,                0.88956,                0.93235,                0.81862,                0.45707,                0.34849,                0.98082,             0.00029512,             0.00029512,             0.00029512
                    181,                0.53409,                0.46288,                 1.0298,                 0.8533,                0.90492,                0.94893,                0.85136,                0.44229,                 0.3483,                0.96444,             0.00029116,             0.00029116,             0.00029116
                    182,                0.53818,                0.41737,                 1.0266,                0.90498,                0.92086,                0.94862,                 0.8531,                0.45669,                0.33118,                0.97912,              0.0002872,              0.0002872,              0.0002872
                    183,                0.53886,                0.43454,                  1.032,                0.90515,                0.89866,                0.95296,                0.85829,                0.44212,                0.32974,                0.96952,             0.00028324,             0.00028324,             0.00028324
                    184,                0.52986,                0.41761,                 1.0187,                0.93657,                0.91597,                0.95925,                0.86536,                0.43901,                0.30137,                0.96918,             0.00027928,             0.00027928,             0.00027928
                    185,                0.52047,                0.40912,                 1.0116,                0.87901,                0.89916,                  0.939,                0.83332,                0.43677,                0.32444,                0.96133,             0.00027532,             0.00027532,             0.00027532
                    186,                0.52756,                0.41951,                 1.0181,                0.90769,                0.90839,                0.94666,                0.86198,                0.44996,                0.32656,                0.96823,             0.00027136,             0.00027136,             0.00027136
                    187,                0.52271,                0.39771,                 1.0184,                0.89054,                0.92896,                0.95848,                0.86699,                0.44008,                0.29983,                0.96197,              0.0002674,              0.0002674,              0.0002674
                    188,                0.53433,                0.41894,                 1.0294,                0.91083,                0.90871,                0.95045,                0.84583,                 0.4453,                0.33184,                0.96756,             0.00026344,             0.00026344,             0.00026344
                    189,                0.52639,                0.41302,                  1.011,                0.85972,                0.92707,                0.95908,                0.84186,                0.45328,                0.33256,                0.97074,             0.00025948,             0.00025948,             0.00025948
                    190,                0.50995,                0.40541,                 1.0203,                0.91787,                0.90384,                0.96005,                0.84553,                0.45705,                0.32136,                0.98545,             0.00025552,             0.00025552,             0.00025552
                    191,                0.51845,                0.41287,                 1.0154,                0.93959,                0.88299,                0.95472,                 0.8453,                0.43712,                0.33109,                0.96281,             0.00025156,             0.00025156,             0.00025156
                    192,                0.51632,                0.42011,                 1.0185,                0.92779,                0.91728,                0.96571,                0.86222,                0.43275,                0.29792,                0.96021,              0.0002476,              0.0002476,              0.0002476
                    193,                0.51017,                0.39759,                 1.0199,                0.92165,                0.89934,                0.95125,                0.84114,                0.43766,                 0.3073,                0.96446,             0.00024364,             0.00024364,             0.00024364
                    194,                0.51978,                 0.4349,                 1.0215,                0.93154,                0.92253,                0.96342,                0.85971,                0.44562,                 0.3026,                0.96889,             0.00023968,             0.00023968,             0.00023968
                    195,                0.51944,                0.39068,                 1.0138,                0.92997,                0.90251,                0.96002,                0.85881,                0.43742,                0.30173,                0.96065,             0.00023572,             0.00023572,             0.00023572
                    196,                0.52073,                0.39314,                 1.0144,                0.91725,                0.93945,                0.96679,                0.86607,                0.43276,                0.28513,                0.96218,             0.00023176,             0.00023176,             0.00023176
                    197,                0.52365,                0.41391,                 1.0214,                0.93088,                0.92104,                 0.9627,                0.86305,                 0.4381,                0.30218,                0.96184,              0.0002278,              0.0002278,              0.0002278
                    198,                0.52091,                0.41141,                 1.0176,                0.94064,                0.91644,                0.96481,                   0.85,                0.42943,                0.30065,                0.95521,             0.00022384,             0.00022384,             0.00022384
                    199,                0.51637,                0.38718,                  1.016,                0.92664,                0.91768,                0.96293,                0.84663,                0.43724,                0.30867,                0.95917,             0.00021988,             0.00021988,             0.00021988
                    200,                0.52391,                0.40062,                 1.0241,                 0.8792,                0.95697,                0.97411,                0.85909,                0.43972,                0.30259,                0.95907,             0.00021592,             0.00021592,             0.00021592
                    201,                0.50939,                0.39533,                 1.0132,                0.96631,                0.91476,                0.97347,                0.88331,                0.42841,                0.28637,                0.95502,             0.00021196,             0.00021196,             0.00021196
                    202,                0.51949,                0.40335,                 1.0201,                0.94542,                0.93721,                0.97436,                0.87679,                0.45048,                0.28765,                0.97516,               0.000208,               0.000208,               0.000208
                    203,                0.50593,                0.39994,                 1.0067,                0.92062,                0.94023,                0.97025,                0.88777,                0.42729,                0.28668,                0.95553,             0.00020404,             0.00020404,             0.00020404
                    204,                0.51278,                0.40397,                  1.014,                0.93522,                0.92767,                0.97426,                0.88341,                0.43197,                0.29175,                0.95877,             0.00020008,             0.00020008,             0.00020008
                    205,                0.51806,                0.39584,                 1.0228,                0.90922,                0.94619,                0.96943,                0.88025,                0.43037,                0.27898,                0.95719,             0.00019612,             0.00019612,             0.00019612
                    206,                0.51159,                0.38305,                 1.0219,                0.94857,                0.92607,                0.97757,                0.89363,                0.42543,                0.27236,                0.95213,             0.00019216,             0.00019216,             0.00019216
                    207,                0.51217,                0.38399,                 1.0033,                0.93399,                0.94313,                0.97565,                 0.8938,                0.42626,                0.26865,                0.95285,              0.0001882,              0.0001882,              0.0001882
                    208,                0.50907,                0.36917,                 1.0124,                 0.9291,                0.95177,                0.97752,                0.88605,                0.42862,                0.26994,                0.96053,             0.00018424,             0.00018424,             0.00018424
                    209,                0.50918,                0.36977,                 1.0179,                0.95304,                 0.9326,                0.97622,                0.87366,                0.42466,                0.26589,                0.95354,             0.00018028,             0.00018028,             0.00018028
                    210,                0.51559,                0.39059,                 1.0184,                0.94749,                0.93683,                0.97796,                0.88451,                0.42368,                0.27114,                0.95295,             0.00017632,             0.00017632,             0.00017632
                    211,                 0.5241,                0.38115,                 1.0175,                 0.9459,                0.95638,                0.97979,                0.87828,                0.42531,                0.26517,                0.95231,             0.00017236,             0.00017236,             0.00017236
                    212,                0.50477,                0.38168,                0.99995,                 0.9415,                0.92358,                0.97864,                0.88634,                 0.4245,                0.28346,                0.95121,              0.0001684,              0.0001684,              0.0001684
                    213,                0.50072,                0.38374,                 1.0109,                0.94725,                0.94981,                0.97748,                0.87871,                0.42357,                0.27278,                0.95166,             0.00016444,             0.00016444,             0.00016444
                    214,                0.50731,                0.38967,                 1.0115,                0.95102,                 0.9195,                0.98021,                0.89544,                0.42592,                0.28209,                0.95072,             0.00016048,             0.00016048,             0.00016048
                    215,                0.50501,                0.38661,                 1.0078,                0.96546,                0.91189,                0.98049,                0.87889,                0.42213,                 0.2697,                0.95025,             0.00015652,             0.00015652,             0.00015652
                    216,                0.50785,                0.37047,                 1.0071,                0.95036,                0.94754,                0.97829,                0.89352,                0.42529,                0.26806,                0.94635,             0.00015256,             0.00015256,             0.00015256
                    217,                0.50457,                0.37212,                 1.0054,                0.94554,                0.94949,                0.98059,                0.88744,                0.41572,                0.25474,                0.94607,              0.0001486,              0.0001486,              0.0001486
                    218,                 0.5077,                0.37764,                 1.0156,                0.95065,                0.92288,                0.97123,                0.87156,                0.41703,                0.28511,                0.94888,             0.00014464,             0.00014464,             0.00014464
                    219,                0.49799,                0.36618,                  1.004,                0.96283,                0.94677,                0.98229,                0.87112,                 0.4247,                0.26182,                0.95229,             0.00014068,             0.00014068,             0.00014068
                    220,                0.49761,                0.37229,                 1.0074,                0.93734,                0.93209,                0.96952,                0.87107,                0.41434,                0.29095,                0.94556,             0.00013672,             0.00013672,             0.00013672
                    221,                0.49728,                0.38443,                 1.0029,                0.97308,                0.93738,                0.98174,                0.87878,                0.41641,                0.25542,                0.95173,             0.00013276,             0.00013276,             0.00013276
                    222,                0.50215,                0.38012,                 1.0069,                0.95511,                0.95446,                0.98307,                0.88639,                0.41985,                 0.2581,                0.94903,              0.0001288,              0.0001288,              0.0001288
                    223,                0.49976,                0.37911,                 1.0049,                0.95114,                0.95039,                0.98617,                0.90118,                0.41558,                0.26423,                0.94494,             0.00012484,             0.00012484,             0.00012484
                    224,                0.49516,                0.36063,                 1.0026,                0.96368,                0.94109,                0.98487,                0.89065,                0.41184,                0.25393,                0.94398,             0.00012088,             0.00012088,             0.00012088
                    225,                0.49011,                0.36382,                0.99869,                0.96361,                0.93488,                0.98293,                0.89557,                0.41698,                0.27226,                0.94462,             0.00011692,             0.00011692,             0.00011692
                    226,                0.50655,                0.36366,                 1.0214,                0.96629,                  0.955,                0.98606,                0.88353,                0.41115,                0.25152,                0.94271,             0.00011296,             0.00011296,             0.00011296
                    227,                0.50228,                0.36995,                 1.0097,                0.96322,                0.95767,                0.98468,                0.90453,                0.41204,                 0.2498,                0.94464,               0.000109,               0.000109,               0.000109
                    228,                0.49164,                0.35762,                 1.0112,                0.95445,                0.95506,                0.98531,                0.90194,                0.41148,                0.25654,                 0.9442,             0.00010504,             0.00010504,             0.00010504
                    229,                0.49369,                0.35987,                 1.0021,                0.96111,                   0.95,                0.98709,                0.92046,                0.41011,                 0.2594,                0.94426,             0.00010108,             0.00010108,             0.00010108
                    230,                0.49438,                0.35691,                 1.0075,                0.95411,                0.94963,                0.98481,                0.91177,                0.41133,                0.25871,                0.94398,              9.712e-05,              9.712e-05,              9.712e-05
                    231,                0.49926,                0.37253,                 1.0088,                0.96941,                0.95266,                 0.9863,                0.91184,                0.40939,                0.24288,                0.93989,              9.316e-05,              9.316e-05,              9.316e-05
                    232,                0.48886,                0.35143,                 1.0126,                 0.9669,                0.96174,                0.98867,                0.92017,                0.40484,                 0.2418,                0.93699,               8.92e-05,               8.92e-05,               8.92e-05
                    233,                 0.4846,                0.35069,                 1.0012,                 0.9645,                0.97018,                 0.9888,                0.92088,                0.40515,                0.23963,                0.93745,              8.524e-05,              8.524e-05,              8.524e-05
                    234,                0.49633,                0.34868,                 1.0082,                0.97118,                0.95192,                0.98741,                0.90744,                0.40521,                0.24199,                0.93731,              8.128e-05,              8.128e-05,              8.128e-05
                    235,                0.48387,                0.35165,                0.99166,                0.96305,                0.96281,                0.98903,                0.91135,                0.40253,                  0.239,                0.93592,              7.732e-05,              7.732e-05,              7.732e-05
                    236,                0.48853,                0.35843,                0.99847,                0.97161,                0.95944,                0.98931,                0.91527,                 0.4054,                0.23751,                0.93614,              7.336e-05,              7.336e-05,              7.336e-05
                    237,                0.48706,                 0.3519,                 1.0014,                0.96599,                0.95881,                0.98911,                0.91352,                0.40325,                0.24295,                0.93788,               6.94e-05,               6.94e-05,               6.94e-05
                    238,                0.48186,                0.33988,                 0.9993,                0.95729,                0.96825,                0.98889,                0.91119,                 0.4045,                0.24132,                0.93959,              6.544e-05,              6.544e-05,              6.544e-05
                    239,                0.47984,                0.33594,                0.99396,                0.96724,                0.96367,                0.98979,                0.91042,                0.40378,                0.23734,                0.93453,              6.148e-05,              6.148e-05,              6.148e-05
                    240,                0.48618,                0.36517,                 1.0056,                0.97037,                0.95874,                0.98887,                0.90949,                0.40461,                0.24227,                0.93724,              5.752e-05,              5.752e-05,              5.752e-05
                    241,                0.43247,                0.27938,                0.93405,                 0.9811,                0.94349,                0.98893,                0.90104,                0.40497,                0.24837,                0.93719,              5.356e-05,              5.356e-05,              5.356e-05
                    242,                0.43075,                0.27451,                0.92948,                0.97001,                0.95912,                0.98956,                0.90058,                0.40409,                0.23498,                0.93659,               4.96e-05,               4.96e-05,               4.96e-05
                    243,                0.42688,                0.28076,                0.92747,                0.96793,                 0.9634,                0.99015,                 0.9109,                 0.4038,                0.23896,                0.93399,              4.564e-05,              4.564e-05,              4.564e-05
                    244,                0.42542,                0.26322,                0.93241,                0.97351,                0.96599,                0.99091,                0.91905,                0.39974,                0.23585,                0.93361,              4.168e-05,              4.168e-05,              4.168e-05
                    245,                0.43166,                0.27084,                0.93145,                0.96885,                0.97302,                0.99127,                0.91914,                 0.3985,                0.23284,                 0.9325,              3.772e-05,              3.772e-05,              3.772e-05
                    246,                0.42173,                0.26434,                0.92371,                0.97609,                0.95916,                0.98973,                0.91927,                0.39706,                0.23711,                 0.9317,              3.376e-05,              3.376e-05,              3.376e-05
                    247,                0.41607,                0.25956,                0.92009,                0.96577,                0.97558,                0.99166,                0.92012,                0.39773,                0.23205,                 0.9297,               2.98e-05,               2.98e-05,               2.98e-05
                    248,                0.42273,                0.26537,                0.92371,                0.97004,                0.97432,                0.99187,                0.91986,                0.39626,                0.23099,                0.93123,              2.584e-05,              2.584e-05,              2.584e-05
                    249,                0.42116,                0.26534,                0.91892,                0.96954,                0.97798,                0.99173,                0.92129,                0.39601,                0.22738,                0.92816,              2.188e-05,              2.188e-05,              2.188e-05
                    250,                0.41963,                0.26312,                0.91541,                0.96862,                0.97625,                0.99185,                0.92184,                0.39599,                0.22802,                0.93018,              1.792e-05,              1.792e-05,              1.792e-05
